title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
DEEP,rap,YoungQueenz,2015,692,"{""Matt Force""}","Verse 1:

整座城鎮碰碰跌跌 喋喋不休嘅癲

跌入最deep嘅深淵邊緣 黑不見天 shit

I’m not your hero 無需要伸冤/解釋

只有最原始嘅信仰好似十字架上面嘅基督

I’m the only one holding gun The most dangerous

拋下石頭 掀起漣漪 係你腦海深層 佈滿住魚雷

由單細胞到哺乳類嘅進化 只係暴戾嘅暴族

嘗試習慣渣住筆 我似撒旦渣起叉

Kickin rhymes or knowledge or diamonds

係無法防範 慌失嘅你要求神拜佛 , 等收皮 like a death row
蜜蜂 再係甜言蜜語 尾部始終帶劇毒 yo 

獅子撕裂住貓 you pussy

Sticky ic-di-ky smell , i smokin

冷眼世界 just don’t give a fuck

以免暗地被同化 剩返凍結嘅骨

地下 D.E.E.P , what?

#Hook:

It’s the D.E.E.P , We like a MOB

Mainstream水太淺 因為我地處於資深


Verse 2:
(Matt Force)

任世界再係咁虛無 我嘅光陰無虛渡

但係所謂嘅青春可能一早已被虛耗
HES IN LOVE WITH COCO 片刻如山倒

係呢個亂世我搵唔到example 俾我 follow

城市嘅光輝掩飾住一切嘅貧窮

翻起歷史記載嘅殺人魔 長長嘅人龍

下個就到你 受死 滿街都係愁眉

唔知由幾時開始我嘅笑容已經過期

已放棄用憤慨嘅態度去對待荒謬

真誠 熱情 誠懇 早已被狠狠地趕走

快趕到港口 以免被綁腳綁手 意願被綁匪綁起

50年後 魚貫登上方舟

個世界照住魔鬼嘅藍圖 應該唔到兩三步就冇

插翼也難逃 廿一世紀 將回到 徒步嘅時代

趁有命買番個末日救生包 on 淘寶



Verse 3:

Its the D.E.E.P , We like a MOBB

Mainstream水太淺 因為我地處於資深

最高嘅赫茲 令人赫然 聖戰嘅光

神父請將我施洗浸入世界染缸

係眼前係個夢魘 and I can’t wake up

Simulate , calculate 請你稍後片刻

Taking the rap game back my mac Semi-automatic

涉獵各種惡毒 詬病 食人嘅蛇 詭詐 所有計同圈套

最好嘅'MC’ 4揀1 抱歉我未能圈到 因為我先紅

將你由慘白變做鮮紅 Im bad, mother fucker

每個文明底下必定義有破壞同施暴

We mother fuckering damage ya’ll 窮兇極惡

每一步都提防失平衡 we fundamental

係所有元素始源 有如地基同地衣

係呢個二元論嘅世界 2D ,we go too deep

- 4次元",2435995,zh,zh,zh
双截棍 Nunchucks,rap, (Jay Chou),2001,4555,"{""周杰倫 (Jay Chou)""}","[Verse 1]
岩烧店的烟味弥漫 隔壁是国术馆​
店里面的妈妈桑 茶道 有三段
教拳脚武术的老板 练铁沙掌 耍杨家枪
硬底子功夫最擅长 还会金钟罩铁步衫
他们儿子我习惯 从小就耳濡目染
什么刀枪跟棍棒 我都耍的有模有样
什么兵器最喜欢 双截棍柔中带刚
想要去河南嵩山 学少林跟武当

[Pre-Chorus]
干什么 干什么
呼吸吐纳心自在
干什么 干什么
气沉丹田手心开
干什么 干什么
日行千里系沙袋
飞檐走壁莫奇怪 去去就来
一个马步向前 一记 左钩拳右钩拳
一句惹毛我的人有危险 一再重演
一根我不抽的烟 一放好多年
它一直在身边
干什么 干什么
我打开任督二脉
干什么 干什么
东亚病夫的招牌
干什么 干什么
已被我一脚踢开 哼
[Chorus]
快使用双截棍 哼哼哈兮
快使用双截棍 哼哼哈兮
习武之人切记 仁者无敌
是谁在练太极 风生水起
快使用双截棍 哼哼哈兮
快使用双截棍 哼哼哈兮
如果我有轻功 飞檐走壁
为人耿直不屈 一身正气 哼

[Verse 2]
他们儿子我习惯 从小就耳濡目染
什么刀枪跟棍棒 我都耍的有模有样
什么兵器最喜欢 双截棍柔中带刚
想要去河南嵩山 学少林跟武当

[Chorus]
快使用双截棍 哼哼哈兮
快使用双截棍 哼哼哈兮
习武之人切记 仁者无敌
是谁在练太极 风生水起
快使用双截棍 哼哼哈兮
快使用双截棍 哼哼哈兮
如果我有轻功 飞檐走壁
为人耿直不屈 一身正气 哼
[Verse 3]
他们儿子我习惯 从小就耳濡目染
什么刀枪跟棍棒 我都耍的有模有样
什么兵器最喜欢 双截棍柔中带刚
想要去河南嵩山 学少林跟武当

[Chorus]
快使用双截棍 哼哼哈兮
快使用双截棍 哼哼哈兮
习武之人切记 仁者无敌
是谁在练太极 风生水起

[Outro]
快使用双截棍 哼
快使用双截棍 哼
如果我有轻功 哼
为人耿直不屈 一身正气 哼
快使用双截棍 哼
我用手刀防御 哼
漂亮的回旋踢",2445894,zh,zh,zh
Keep It Coming,rap,PenSoul,2016,13,{},"與其踟躕不前 不如逕行出發
心無雜念我對現狀盡情抒發
用筆寫下靈魂為求尋覓出口
為意志出走 是我訴求 請準備看我出手
從不對自我設限追求 先馳得點
表現可圈可點或許是因 堅持了點
沒達到我想要的目標 絕對不可能闔眼
你問苦嗎 我會說對 但這是我的擇選
執意緊握紙筆寫著自己 生命中經歷過那些快樂或解的事情
向前輩致敬 他們激發我創作方面的使命感
我總死命趕 渴望進展在靈感 或是情感
有太多作品得寫夙夜匪懈菸酒得戒 還有那些狗屁倒灶我都得淡忘
催化新概念濫觴 在這戰場佈下暗樁或許漫長 各方的讚賞我始終盼望",2483887,zh,zh,zh
Yellow Rapperz 黃饒人,rap,PenSoul,2016,94,"{""Joey Huang"",許時ShiShr}","[ Verse 1: 就已 ]
黃色 它是中心的顏色
它是帝王的顏色 它是大地的顏色
黃色 它是黃河的顏色
它是黃帝的顏色 它是我們的顏色
用我們的語言 散發黃種人的氣
黃饒人 用韻腳踏出了情和義
詩書禮樂易春秋我對酒高歌
從詩詞歌賦現代詩現在是饒舌
因為薪火相傳的使命我高調了些
因為押韻平仄的藝術我好好的寫
因為我代表台灣我代表亞洲
代表黃皮膚的炎黃子孫我流著那驕傲的血
我們志不在小 我們重視家庭
我們吃苦耐勞地試圖著完整那中式風格藍本
黑眼睛黑頭髮黃皮膚 永遠是龍的傳人

[ Verse 2: PenSoul ]
沒錯我們就是黃饒人
饒舌視為重任打造嘻哈的重鎮
少林武當老學校精神博大精深
揉合思想中西合璧請交給我們
求新求變破壞性改造不設限
苦練鑽研不抱怨那是我特點
黃饒人的驕傲都寫在我側臉
用生命詮釋成就新的經典
別想跟我們相提並論
軟腳蝦們需要本傷寒雜病論
半調子想允武允文等著飲恨
花拳繡腿的三腳貓不堪一擊一再應證
我饒舌令人通體舒暢像易筋經
作品一首接著一首歡迎你聽聽
聽覺饗宴橫跨西餐和滿漢全席
黃饒崛起命脈將長存不滅延續
[ Verse 3: 許時 ]
Rapper rapper rapper
Rapper rapper rapper
Rapper rapper rapper
Rapper rapper rapper
They say rapper better have a black skin
They say I’m just a nigga wannabe
不是來自紐約我的生活沒有槍戰
專心矢志埋頭鑽研文字是我槍彈
承載華夏文化後對嘻哈竭智盡忠
而且四史風雅頌我皆精通
Who’s from the ghetto 我沒混過幫派
But I kill the sick flow 完全沒障礙
Freeflo everyday 我常上福樓朝聖
Represent Taipei Taiwan 的黃饒人
國籍不是重點 我讓風華重現
用真實精神對這文化奉獻
他們裝模作樣唱像神棍
忘了黃色源頭才最神聖",2483888,zh,zh,zh
Interlude,rap,PenSoul,2016,28,{},"抑鬱還在繼續不曾離去
種種際遇令我不勝唏噓像被打入地獄
多麼渴望 能把負面的情緒都變期許
我奢望 耳邊不再響起藍色練習曲
因為幻聽 使我扭曲他人關心
想被喚醒 我等待醍醐灌頂
沒有生活重心 沒有憧憬 沒有衝勁
只有煩悶源源不絕供應
撐到現在是種榮幸 但不幸的是
苟延殘喘的方式過下去又談何容易
愁雲慘霧籠罩 上緊的發條鬆掉
腦袋空掉的我 簡直就瀕臨瘋掉
曾經佯裝鎮定神情但至今已經成癮
沒有本領做出成績所以也只能沉寂
像被反鎖在冷凍庫 這種感覺很恐怖
現實一再地控訴 而我不想再重複
願我能獲得前所未有的力量和啟發
內心轉為安穩平順再也不感到懼怕 Let's get it!",2483893,zh,zh,zh
Music Child,rap,PenSoul,2016,11,{},"時空倒帶回到男孩的童年
有次隨手抓起表哥帶的專輯
封面是紅色的 一個黑衣人低頭坐在中間
好奇心驅使他按下了CD播放鍵
聲響充斥房間 男孩彷彿觸電
全身上下從裡到外被鼓點攻陷
小三的他從此為音樂癡迷瘋癲
只屬於他的專屬空間
起初愛上節奏和口音 他亂哼即便走音
汗珠總佈滿手心 懵懂但他很有心
想要深入這文化 成長階段持續接觸
求知慾難以憋住 對自我催促 他自個兒背負
被音樂綁住他總是透過網際網路
看遍部落格 新知就這樣獲得
從未有挫折 好幾年就這樣過了
回想起當年最鍾愛的消遣
就是邊吃著早點邊聽嘻哈寶典
偷帶隨身聽到學校去沒被發現
直呼好險除外心裡也跟著好點
他仍然喜歡戴著他的耳機
但如今不只單純聽歌如此而已
創作已經昇華成為他的信仰
他準備好了等待昂首闊步進場",2483897,zh,zh,zh
24/7,rap,PenSoul,2016,22,{許時ShiShr},"[Verse 1]
他們說我太young 他們說我太嗆 裝沒有意識到我太強
讓他們都慌張 看我綻放光亮 就好像是一個太陽
抱歉別再妄想 抱歉我就是狂 抱歉我的flow太燙
你們總問我賺錢or nah ? 我賣歌像selling dope HA!
Baking soda baking soda 我只用最純正的手法
每首hot track hot shit都由我製造
依靠巴結你讓我失笑 我有多屌他們該知道
多少fangirl 想對我示好
Damn bang bang 你們思緒亂掉打結
Bang bang不要怪我大開殺戒怪我趁火打劫
欠電 拿你們發洩開刀是我良心發現
Wit my homie wit my thug
We like to call it squad shit

[Bridge]
他們說我頭髮好奇怪 Now Fuck 'em ALL
他們說我講話好雞掰 Now Fuck 'em ALL
我的verse讓你超期待 Now Fuck 'em ALL
他們不想買PenSoul混音帶 Now Fuck 'em ALL
Fuck 'em ALL, Fuck 'em ALL, Fuck 'em ALL
Ｉmean whole world ! Fuck 'em ALL
PenSoul Hustle errday, Now Fuck 'em ALL
PenSoul Hustle errday with ShiShr Fuck 'em ALL
[Verse 2]
Yeah I spittin fire and I blow it all
我作品A-CLASS just like rodeo
新鮮的貨 我最愛po一po
總被嫌臭屁 man, let me show it off
他們實力soso for sure 充其量只是走狗
Do my own way不social 因為我真的已經受夠
I got em all, I got em all 判決交給我 不用法庭作
They say young PenSoul move that dope
我賺美金你賺peso
Call me PenSoul 大的生意合約被我簽走
制裁他們從來不偏頗 易如反掌像打NINTENDO
I SAY 不要 攀我 休想 搭順 風車 對我 SHOUT OUT
我也 不會 多給 幾秒 讓你 逃跑",2483903,zh,zh,zh
苦惱著Who can tell me?,rap,K.E.,2016,22,{},"(verse1 ke柯蕭)
我看見樹上的葉子掉了
看見曾鮮豔的花兒死掉了
兩年前的今天我站在樹底下微笑著
現在我在一樣的地方思考甚麼是我要的
麻雀 依然在那兒跳著
陽光依然照耀著
我表面平靜 但內心吼叫著
得到了甚麼 把時間都給賠掉了
從一無所知 到現在 擁有了一些
但所有事情有代價 也失去了一些
一時糊塗 簽下時間為代價的契約
大家走上未來的路 我往另一邊
也曾試著 也曾試著改變
試著去聽甚麼是所謂受歡迎的音樂
是著嘗他們喜歡的口味
關於旋律 押韻 甚至 曲目的主題

(hook1 )
但我得不到平靜 而是更急促的呼吸
讓我想起 兒時 的 夜裡 急診 室裡 冰冷 的空氣
Who can help me ?plz' tell me !!
Who can help me?
Who can help me?Who can help me?
Nobody?
Who can tell me Who can tell me?
Ok fine now ,plz '
Kill me
(v2  ke柯蕭)
然後我發現...
我找不到答案
在十字路口不停左右探頭察看
哪邊才是對的路 我分不清楚
只好停在原地 不動 像罰站
我變得易悲也易怒 充滿憤恨和忌妒
誰能給我一耳光
讓我反省我的錯誤
讓我抹去受過的傷
原諒別人的錯誤
原來如此困難 要忘了發生過的事
原來如此困難 要向人解釋這些我仍做的事
我說當時是我太幼稚
而現在的我還是一樣的幼稚
到底甚麼改變了
又或從來都沒變
到底哪來的情緒
誰能解答我滿腹的疑慮

(hook2)
我得不到平靜 而是更急促的呼吸
讓我想起 兒時 的 夜裡 急診 室裡 冰冷 的空氣
Who can help me ?plz' tell me !!
Who can help me?
Who can help me?Who can help me?
Nobody?
Who can tell me Who can tell me?
Ok fine now ,plz '
Kill me",2501027,zh,zh,zh
Fantasty,rap,Fantastic 4,2016,72,{},"Instrumental:Jazz Liberatorz - What's real(feat. Aloe Blacc)
Track produced by ShortY
Lyrics by ShortY,53,ㄒㄌ

[ShortY]
這不是肯德基也不是麥當勞
可以當stoner snack after u smoke some loud
那辣味雞翅 還有酥脆金黃的表皮
大口吃下或將他剝去 damn
Freddie gibbs都說so fly (oh my )
一通電話 哈迪call我到天母山下
我以為又要good allday
騎到指定地址才發現是一家德州炸雞店
早就不care吃完體重會不會增加3倍
逞一時口舌之快才是真正絕對
當然少不了雞柳條還有洋蔥圈
暫時失去記憶，期中考0分的考卷
忘不了的是在秘密基地吐出的煙圈
揮揮油亮的手指 已經沒有肉的雞腿
餘溫猶存的雞翅膀 chicken wings
搭配一杯bubble bubble的coke
包準上台表演絕對不choke
午間小聚 不是偷chill 沒喝酒
But i got some 烤雞肉（yeahhhh)
[hook]
Tasty (Fantasty)
Fried chicken juicy (Damnn,he got juice)
Tasty (Fantasty)
Fried chicken taste good
X2

[53]
炸 雞腿那美味那滋味 滋潤喉嚨還有胃蕾
尾隨 仰德 大道 到達 德州 美味 炸雞店
Og fresh frychick 肯定tasty
門鈴 鈴鈴響 鼻子 聞聞香
滿腦子與雞腿色情幻想我炸雞腿和番茄醬
翻滾潤滑脆皮帶入嘴裡呢喃感想
靡爛滿口氣味 oh damn
重現好氣氛派對不對 對
於FANTASTIC family聚在一齊一起吃炸雞腿
機會 千載難逢 麥克風 一二一二
吃著吃著 手裡的mic手裡的愛 享受那塊
肉是我們的菜 翹課說謊瞎掰
都是為了好幾禮拜ㄟ期待 誒幹精彩
揮出金黃色球棒 酥 麻 脆 皮聲響
鮮嫩多汁的光芒 弄髒滿手我也不慌張
紅不讓飛行到達胃來遠方
不是影片倒帶重來就能重溫的好時光
[ㄒㄌ]
See,i ain't no 尼哥
一拍即合 我只愛那“歐力ㄐ那魯 flavor”
我的胃呢? 塞滿stoner snacks
Rolling paper? 我拿來wipe my ass
看著這些智障為了一餐排了幾十小時的隊
清光所有fridge 十秒鐘填飽我的胃
欸你抽了沒 新貨讓你stone完坐著睡 或者醉
煙瀰漫我的肺 試著把它hold住 ya你做得對
巨人般的appetite 你也應該來一口pipe
Say ""hell ya fucking right""
不是尼哥但我愛雞肉
不是beef no,ain’t no pac,no biggie small
撒上胡椒看他手法俐落
滋味迷惑 damn!我無法細說
Tell me what da fuck u mean 辣雞翅他要我的命
讓我活絡神經 i’m just tryna murder this beat
讓我先吃個炸雞 再趁你病我要你命

[hook]",2746070,zh,zh,zh
Black Cab,rap,Higher Brothers,2016,26426,{},"[Translations: English]

[Intro: MaSiWei]
Yeah (yeah)
Yeah (yeah)
Higher (Higher)

[Hook: MaSiWei]
我没有豁你的钱 (Yeah)
拉你是因为有缘 (Yeah)
出了事我不负责 (Yeah)
我不想重蹈覆辙 (Yeah)
来嘛都还差一位 (Whoo!)
运气好你挨到阿姨睡 (Whoo!)
海尔兄弟还有天地会 (Whoo!)
起早贪黑身价翻一倍 (Skrr!)
差一位 差一位 差一位 (Ay)
差一位 差一位 差一位 (Ay)
来嘛来嘛来嘛 差一位 (Whoo)
来嘛来嘛来嘛 差一位 (Whoo)
差一位 差一位 差一位 (Ay)
差一位 差一位 差一位 (Ay)
来嘛来嘛来嘛差一位 (Whoo)
来嘛来嘛来嘛 差一位 (Skrr!)
[Verse 1: MaSiWei]
搞快点儿犹豫不得 最讨厌犹豫不决
我们得行程是绝对得机密oh车牌号已经涂黑
经常会 发生冲撞 手机有通话故障
摸清楚各种地形 记得住各种地名
要把你安全送到家这才是重点
可能这过程有点相似在荡秋千
和我们一样有良心的同行共勉
我工作 春天夏天冬天还秋天
车上在放我们歌 还可以免费留影
副驾驶做的DZ 颈项上挂满gold chains
开车就交给了天地会Psy.P而我负责收你的钱
我们从地面上开到了海底满载而归来在黎明之前

[Verse 2: Psy.P]
快点嘛快点嘛上车 时间 时间不浪费
时间 就是金钱 所以每天忙碌根本不想睡
公交车有人插队 时间长让你好累
出租车飞鸡巴贵要感到寂寞我还能给你安慰
还差一位到地铁站 摔垃圾不是好习惯
双流县 动物园 火车站 走之前我最后再问一遍
给你看 我有好多能力 在马路中间漂移
是不是感到超级神奇 放心我比你们还着急
所以我开始加快了速度 就像在水流之中的瀑布
惊恐的表情你显得无助 但是我依然是轻车熟路
穿得少保持风度 为了帅不要温度
我飞驰在高速公路 边开车边用手摸她胸部
[Verse 3: DZ]
来嘛来嘛来嘛跟我走专业的driver不停路口
光天化日非法运营认为自己酷的girl自觉的跟我走
Higher都已经6比0
花儿都谢了超哥你行不行
咦嘿 我不管你爱听不听
超车让你消失在后视镜 嘀嘀
Pong! 惨不忍睹
我是说被血弄脏的轮毂
我花时间清洁和保养再重新上路她就像一条下山猛虎
排气管feng feng像放了鞭炮
美女快吐了 脱衣服尖叫
如果不送豆腐藤原拓海也不敢每天
得儿飘得儿飘得儿飘得意的飘不敢刹车

[Hook: MaSiWei]
我没有豁你的钱 (Yeah)
拉你是因为有缘 (Yeah)
出了事我不负责 (Yeah)
我不想重蹈覆辙 (Yeah)
来嘛都还差一位 (Whoo!)
运气好你挨到阿姨睡 (Whoo!)
海尔兄弟还有天地会 (Whoo!)
起早贪黑身价翻一倍 (Skrr!)
差一位 差一位 差一位 (Ay)
差一位 差一位 差一位 (Ay)
来嘛来嘛来嘛 差一位 (Whoo)
来嘛来嘛来嘛 差一位 (Whoo)
差一位 差一位 差一位 (Ay)
差一位 差一位 差一位 (Ay)
来嘛来嘛来嘛差一位 (Whoo)
来嘛来嘛来嘛 差一位 (Skrr!)",2855733,zh,zh,zh
